nu_cnes,nu_ine,quadrimestre,distrito,distrito_desc,no_unidade_saude,no_equipe,realizado_1,previsto_1,realizado_2,previsto_2,realizado_3,previsto_3,realizado_4,previsto_4,realizado_5,previsto_5,realizado_6,previsto_6,realizado_7,previsto_7
0026360,0000154350,2024.1,DS 6,Distrito Sanitário VI,Us 268 Usf Cafesopolis,CAFESOPOLIS - IMBIRIBEIRA,2.0,2.0,5.0,5.0,5.0,5.0,135.0,765.0,62.0,263.0,2.0,10.0,278.0,508.0
0022268,0000153664,2024.1,DS 2,Distrito Sanitário II,Us 244 Usf Prof Antonio Francisco Areias,FRANCISCO AREIAS I,10.0,10.0,15.0,15.0,13.0,13.0,34.0,486.0,3.0,183.0,4.0,18.0,200.0,425.0
5320380,0001833219,2023.3,DS 4,Distrito Sanitário IV,Us 337 Usf Sitio Wanderley,SBM1 SITIO WANDERLEY III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0
3131572,0000155039,2024.1,DS 5,Distrito Sanitário V,Us 301 Usf Bongi Boa Ideia,BONGI/BOA IDEIA III,1.0,1.0,3.0,3.0,4.0,4.0,35.0,529.0,10.0,165.0,1.0,3.0,54.0,163.0
0001511,0000153338,2024.1,DS 4,Distrito Sanitário IV,Us 184 Usf Vila Uniao,VILA UNIAO,12.0,12.0,9.0,9.0,12.0,12.0,42.0,1031.0,13.0,334.0,1.0,11.0,197.0,462.0
0022322,0000153842,2024.1,DS 4,Distrito Sanitário IV,Us 233 Usf Vietna,VIETNAM - 1,6.0,6.0,11.0,11.0,9.0,9.0,73.0,464.0,26.0,153.0,2.0,9.0,147.0,383.0
7524501,0002343908,2023.3,DS 2,Distrito Sanitário II,Us 395 Usf Upinha Dia Dra Fernanda Wanderley,FERNANDA WANDERLEY IV,2.0,2.0,0.0,0.0,1.0,1.0,97.0,254.0,3.0,103.0,4.0,6.0,72.0,238.0
0002127,0000153451,2024.1,DS 3,Distrito Sanitário III,Us 216 Usf Apipucos,APIPUCOS,3.0,3.0,3.0,3.0,8.0,8.0,50.0,738.0,18.0,312.0,4.0,15.0,165.0,436.0
0001511,0000153281,2024.1,DS 4,Distrito Sanitário IV,Us 184 Usf Vila Uniao,VILA UNIAO / BARBALHO,7.0,7.0,9.0,9.0,6.0,6.0,242.0,720.0,71.0,256.0,3.0,4.0,153.0,435.0
3153584,0000155195,2024.1,DS 6,Distrito Sanitário VI,Us 296 Usf Coqueiral Imbiribeira,COQUEIRAL/IMBIRIBEIRA - 2,9.0,9.0,11.0,11.0,3.0,3.0,123.0,523.0,57.0,224.0,3.0,13.0,260.0,521.0
7946651,0001601571,2023.3,DS 2,Distrito Sanitário II,Us 401 Usf Upinha Dia Governador Eduardo Campos,EDUARDO CAMPOS I,3.0,3.0,6.0,6.0,7.0,7.0,127.0,794.0,27.0,283.0,2.0,8.0,201.0,449.0
7946651,0001601849,2023.3,DS 2,Distrito Sanitário II,Us 401 Usf Upinha Dia Governador Eduardo Campos,EDUARDO CAMPOS II,8.0,8.0,7.0,7.0,9.0,9.0,187.0,828.0,37.0,290.0,1.0,9.0,227.0,481.0
0000825,0000152609,2024.1,DS 2,Distrito Sanitário II,Us 155 CS Prof Monteiro de Morais,BEBERIBE II,4.0,4.0,3.0,3.0,1.0,1.0,14.0,516.0,0.0,118.0,4.0,8.0,81.0,276.0
0022330,0000153869,2024.1,DS 4,Distrito Sanitário IV,Us 234 Usf Roda de Fogo Cosirof,RODA DE FOGO / COSIROF I,6.0,6.0,10.0,10.0,14.0,14.0,83.0,594.0,7.0,190.0,5.0,14.0,140.0,332.0
7992955,0000153656,2023.3,DS 2,Distrito Sanitário II,Us 403 Usf Upinha Dia Chie,CHIE I,0.0,0.0,1.0,1.0,1.0,1.0,43.0,736.0,32.0,263.0,2.0,6.0,56.0,291.0
7992955,0000154407,2023.3,DS 2,Distrito Sanitário II,Us 403 Usf Upinha Dia Chie,CHIE II,2.0,2.0,2.0,2.0,3.0,3.0,120.0,805.0,41.0,252.0,5.0,10.0,152.0,395.0
0022373,0000153915,2024.1,DS 4,Distrito Sanitário IV,Us 224 Usf Carangueijo,CARANGUEIJO II,9.0,9.0,9.0,9.0,11.0,11.0,42.0,291.0,6.0,110.0,1.0,6.0,94.0,255.0
7845367,0001591517,2024.1,DS 7,Distrito Sanitário VII,Us 400 Usf Upinha Dia Dom Helder,EQUIPE II - VASCO DA GAMA,6.0,6.0,4.0,4.0,8.0,8.0,16.0,394.0,4.0,236.0,2.0,12.0,165.0,365.0
0022195,0000153567,2024.1,DS 1,Distrito Sanitário I,Us 240 Usf Coelhos I,COELHOS I,9.0,9.0,8.0,8.0,13.0,13.0,75.0,635.0,16.0,272.0,1.0,5.0,182.0,402.0
0002011,0002172313,2023.3,DS 3,Distrito Sanitário III,Us 171 Usf Joaquim Costa Carvalho,ALTO DO MANDU 2,3.0,3.0,0.0,0.0,3.0,3.0,136.0,745.0,23.0,229.0,2.0,12.0,59.0,345.0
0022233,0000153621,2024.1,DS 2,Distrito Sanitário II,Us 226 Usf Chao de Estrelas,CHAO DE ESTRELA II,3.0,4.0,1.0,1.0,3.0,3.0,5.0,5.0,5.0,1.0,2.0,3.0,21.0,60.0
0028053,0000154431,2023.3,DS 3,Distrito Sanitário III,Us 258 Usf Sitio dos Pintos,SITIO DOS PINTOS,8.0,8.0,8.0,8.0,7.0,7.0,146.0,590.0,2.0,224.0,6.0,10.0,236.0,461.0
0022233,0000152757,2024.1,DS 2,Distrito Sanitário II,Us 226 Usf Chao de Estrelas,CHAO DE ESTRELA III,7.0,7.0,8.0,8.0,4.0,4.0,78.0,923.0,5.0,299.0,1.0,8.0,121.0,321.0
0029130,0000154733,2024.1,DS 1,Distrito Sanitário I,Us 285 Usf Sao Jose do Coque,SAO JOSE DO COQUE II,8.0,8.0,3.0,3.0,16.0,16.0,32.0,602.0,16.0,239.0,2.0,5.0,105.0,327.0
5601037,0002399741,2023.3,DS 5,Distrito Sanitário V,Us 344 Usf Jiquia,JIQUIA III,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,3.0,1.0,1.0,7.0,35.0
5342074,0002399717,2023.3,DS 5,Distrito Sanitário V,Us 338 Usf Jardim Sao Paulo,JARDIM SAO PAULO V,0.0,0.0,0.0,0.0,0.0,0.0,19.0,76.0,2.0,18.0,0.0,0.0,18.0,92.0
2679779,0000154822,2024.1,DS 7,Distrito Sanitário VII,Us 287 Usf Alto Jose do Pinho,ALTO JOSE DO PINHO II,6.0,6.0,13.0,13.0,7.0,7.0,70.0,757.0,21.0,235.0,1.0,8.0,109.0,403.0
0001511,0000153338,2023.3,DS 4,Distrito Sanitário IV,Us 184 Usf Vila Uniao,VILA UNIAO,4.0,4.0,5.0,5.0,8.0,8.0,63.0,1031.0,12.0,334.0,8.0,13.0,245.0,652.0
3371328,0002399792,2023.3,DS 5,Distrito Sanitário V,Us 323 Usf Mustardinha,MUSTARDINHA III,0.0,0.0,0.0,0.0,0.0,0.0,5.0,61.0,6.0,13.0,0.0,0.0,19.0,75.0
0022187,0000153540,2024.1,DS 1,Distrito Sanitário I,Us 232 Usf Ilha Santa Terezinha,SANTA TERESINHA II,5.0,5.0,8.0,8.0,9.0,9.0,121.0,683.0,48.0,313.0,11.0,20.0,144.0,388.0
7648480,0001833642,2023.3,DS 5,Distrito Sanitário V,Us 399 Usf Upinha Dia Novo Jiquia,SBM1 NOVO JIQUIA I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0001511,0000153303,2023.3,DS 4,Distrito Sanitário IV,Us 184 Usf Vila Uniao,VILA UNIAO / AIRTON SENA,9.0,9.0,6.0,6.0,7.0,7.0,161.0,505.0,49.0,159.0,2.0,5.0,169.0,502.0
0000833,0001791427,2023.3,DS 6,Distrito Sanitário VI,Us 137 CS Prof Djair Brindeiro,SBM1 BORBOREMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0001511,0000153281,2023.3,DS 4,Distrito Sanitário IV,Us 184 Usf Vila Uniao,VILA UNIAO / BARBALHO,10.0,10.0,12.0,12.0,7.0,7.0,368.0,720.0,113.0,256.0,3.0,6.0,201.0,571.0
0001511,0000153311,2023.3,DS 4,Distrito Sanitário IV,Us 184 Usf Vila Uniao,VILA UNIAO / SANTA MARTA,15.0,15.0,17.0,17.0,11.0,11.0,165.0,704.0,36.0,265.0,7.0,16.0,265.0,641.0
0022373,0000153915,2023.3,DS 4,Distrito Sanitário IV,Us 224 Usf Carangueijo,CARANGUEIJO II,7.0,7.0,7.0,7.0,12.0,12.0,73.0,290.0,18.0,110.0,1.0,6.0,132.0,386.0
0026220,0000154210,2023.3,DS 3,Distrito Sanitário III,Us 260 Usf Corrego da Fortuna,CORREGO DA FORTUNA / SAPUCAIA,6.0,6.0,5.0,5.0,7.0,7.0,244.0,860.0,49.0,350.0,4.0,10.0,332.0,751.0
3562638,0000155578,2023.3,DS 8,Distrito Sanitário VIII,Us 315 Usf Ur 3,UR - 03 EQUIPE II,3.0,3.0,4.0,4.0,4.0,4.0,146.0,588.0,32.0,203.0,1.0,5.0,200.0,370.0
3562638,0000155586,2023.3,DS 8,Distrito Sanitário VIII,Us 315 Usf Ur 3,UR-03,1.0,1.0,2.0,2.0,6.0,6.0,249.0,708.0,205.0,334.0,2.0,5.0,258.0,567.0
3380300,0000155373,2023.3,DS 8,Distrito Sanitário VIII,Us 317 Usf Alto da Bela Vista,ALTO DA BELA VISTA,10.0,10.0,14.0,14.0,13.0,13.0,39.0,486.0,33.0,176.0,10.0,16.0,206.0,375.0
0022322,0000153834,2023.3,DS 4,Distrito Sanitário IV,Us 233 Usf Vietna,VIETNAM - 2,8.0,8.0,9.0,9.0,9.0,9.0,92.0,416.0,33.0,132.0,6.0,13.0,71.0,296.0
7415788,0001509012,2024.1,DS 7,Distrito Sanitário VII,Us 394 Usf Upinha 24h Dr Moacyr Andre Gomes,EQUIPE III - VASCO DA GAMA,6.0,6.0,7.0,7.0,6.0,6.0,74.0,629.0,29.0,296.0,0.0,3.0,161.0,384.0
0029130,0001760564,2024.1,DS 1,Distrito Sanitário I,Us 285 Usf Sao Jose do Coque,SBM1 SAO JOSE DO COQUE I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7563736,0000155330,2024.1,DS 7,Distrito Sanitário VII,Us 397 Usf Upinha Dia Corrego do Euclides,CORREGO DO EUCLIDES III,4.0,4.0,5.0,5.0,3.0,3.0,60.0,545.0,21.0,211.0,5.0,12.0,130.0,417.0
7563736,0001546112,2024.1,DS 7,Distrito Sanitário VII,Us 397 Usf Upinha Dia Corrego do Euclides,EQUIPE 2 CORREGO DO EUCLIDES,5.0,5.0,0.0,0.0,5.0,5.0,61.0,431.0,17.0,211.0,3.0,7.0,146.0,409.0
6691285,0000156116,2023.3,DS 8,Distrito Sanitário VIII,Us 373 Usf Cidade Operaria,CIDADE OPERARIA - EQUIPE I,4.0,4.0,6.0,6.0,7.0,7.0,116.0,637.0,42.0,240.0,4.0,7.0,193.0,469.0
0022365,0000153893,2024.1,DS 4,Distrito Sanitário IV,Us 237 Usf Sitio das Palmeiras,SITIO DAS PALMEIRAS I,1.0,1.0,2.0,2.0,3.0,3.0,64.0,713.0,2.0,266.0,1.0,5.0,186.0,304.0
0022357,0000153885,2024.1,DS 4,Distrito Sanitário IV,Us 236 Usf Roda de Fogo Macae,RODA DE FOGO / MACAE,0.0,0.0,0.0,0.0,2.0,2.0,27.0,190.0,17.0,57.0,5.0,14.0,57.0,230.0
0022322,0000153842,2023.3,DS 4,Distrito Sanitário IV,Us 233 Usf Vietna,VIETNAM - 1,9.0,9.0,12.0,12.0,11.0,11.0,113.0,458.0,20.0,153.0,4.0,15.0,155.0,386.0
0002062,0000153419,2024.1,DS 8,Distrito Sanitário VIII,Us 172 Usf Tres Carneiros,TRES CARNEIROS - EQUIPE 2,3.0,3.0,2.0,2.0,4.0,4.0,74.0,326.0,1.0,140.0,4.0,9.0,35.0,181.0
0022276,0000153737,2023.3,DS 7,Distrito Sanitário VII,Us 231 Usf Corrego da Bica,CORREGO DA BICA III,0.0,0.0,0.0,0.0,0.0,0.0,7.0,287.0,0.0,101.0,3.0,5.0,10.0,62.0
3562581,0000155500,2023.3,DS 6,Distrito Sanitário VI,Us 316 Usf Bernard van Leer,BRASILIA TEIMOSA/VAN LEE - 1,3.0,3.0,2.0,2.0,6.0,6.0,133.0,567.0,53.0,259.0,4.0,7.0,234.0,410.0
3007995,0001846264,2023.3,DS 6,Distrito Sanitário VI,Us 292 Usf Vila do Ipsep,SBM1 VILA DO IPSEP - 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3007995,0001846590,2023.3,DS 6,Distrito Sanitário VI,Us 292 Usf Vila do Ipsep,SBM1 VILA DO IPSEP - 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0022330,0000153869,2023.3,DS 4,Distrito Sanitário IV,Us 234 Usf Roda de Fogo Cosirof,RODA DE FOGO / COSIROF I,8.0,8.0,8.0,8.0,14.0,14.0,114.0,594.0,4.0,190.0,9.0,23.0,167.0,397.0
0022365,0000153893,2023.3,DS 4,Distrito Sanitário IV,Us 237 Usf Sitio das Palmeiras,SITIO DAS PALMEIRAS I,2.0,2.0,2.0,2.0,3.0,3.0,17.0,711.0,3.0,266.0,3.0,11.0,140.0,281.0
0022365,0000153907,2023.3,DS 4,Distrito Sanitário IV,Us 237 Usf Sitio das Palmeiras,SITIO DAS PALMEIRAS II,10.0,10.0,7.0,7.0,10.0,10.0,193.0,847.0,31.0,311.0,4.0,11.0,291.0,569.0
0002062,0002399229,2024.1,DS 8,Distrito Sanitário VIII,Us 172 Usf Tres Carneiros,TRES CARNEIROS IV,0.0,0.0,1.0,1.0,2.0,2.0,8.0,15.0,0.0,16.0,0.0,0.0,11.0,111.0
0026301,0000154237,2023.3,DS 7,Distrito Sanitário VII,Us 261 Usf Alto do Eucalipto,ALTO DO EUCALIPTO EQU.II 1/07,7.0,7.0,9.0,9.0,12.0,12.0,78.0,550.0,20.0,191.0,4.0,13.0,119.0,407.0
3301974,0000155225,2024.1,DS 2,Distrito Sanitário II,Us 302 Usf Byron Sarinho,BYRON SARINHO I,14.0,14.0,15.0,15.0,12.0,12.0,150.0,682.0,45.0,238.0,5.0,14.0,180.0,458.0
3567826,0000155594,2024.1,DS 2,Distrito Sanitário II,Us 328 Usf Alto do Maracana,ALTO DO MARACANA II,10.0,10.0,8.0,8.0,14.0,14.0,104.0,525.0,7.0,172.0,0.0,4.0,133.0,335.0
5356881,0000155837,2024.1,DS 2,Distrito Sanitário II,Us 339 Usf Alto do Capitao,ALTO DO CAPITAO I,10.0,10.0,11.0,11.0,8.0,8.0,52.0,594.0,2.0,197.0,4.0,10.0,95.0,291.0
0002062,0000153397,2024.1,DS 8,Distrito Sanitário VIII,Us 172 Usf Tres Carneiros,TRES CARNEIROS - EQUIPE 3,4.0,4.0,5.0,5.0,3.0,3.0,61.0,504.0,31.0,223.0,2.0,6.0,92.0,402.0
0002062,0000153400,2024.1,DS 8,Distrito Sanitário VIII,Us 172 Usf Tres Carneiros,TRES CARNEIROS EQUIPE 1,5.0,5.0,5.0,5.0,6.0,6.0,72.0,570.0,14.0,230.0,5.0,11.0,94.0,309.0
0022268,0000153672,2024.1,DS 2,Distrito Sanitário II,Us 244 Usf Prof Antonio Francisco Areias,FRANCISCO AREIAS II,2.0,2.0,10.0,10.0,8.0,8.0,44.0,638.0,5.0,220.0,4.0,10.0,136.0,363.0
0029106,0001799355,2023.3,DS 7,Distrito Sanitário VII,Us 283 Usf Vila Boa Vista,SBM1 BOA VISTA I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0028088,0000154474,2024.1,DS 2,Distrito Sanitário II,Us 273 Usf Bianor Teodosio,BIANOR TEODOSIO II,6.0,6.0,4.0,4.0,2.0,2.0,52.0,627.0,36.0,250.0,6.0,11.0,19.0,304.0
0022330,0000153850,2023.3,DS 4,Distrito Sanitário IV,Us 234 Usf Roda de Fogo Cosirof,RODA DE FOGO / COSIROF II,1.0,1.0,3.0,3.0,7.0,7.0,121.0,848.0,23.0,341.0,5.0,15.0,174.0,505.0
0022357,0000153885,2023.3,DS 4,Distrito Sanitário IV,Us 236 Usf Roda de Fogo Macae,RODA DE FOGO / MACAE,0.0,0.0,0.0,0.0,0.0,0.0,5.0,190.0,5.0,57.0,4.0,12.0,52.0,259.0
0022381,0000153958,2024.1,DS 4,Distrito Sanitário IV,Us 247 Usf Rosa Selvagem,ROSA SELVAGEM II,4.0,4.0,5.0,5.0,4.0,4.0,76.0,250.0,10.0,52.0,2.0,5.0,63.0,198.0
0022330,0000153850,2024.1,DS 4,Distrito Sanitário IV,Us 234 Usf Roda de Fogo Cosirof,RODA DE FOGO / COSIROF II,12.0,12.0,20.0,20.0,22.0,22.0,84.0,849.0,6.0,341.0,9.0,19.0,146.0,456.0
0024538,0001710583,2023.3,DS 4,Distrito Sanitário IV,Us 255 Usf Upinha 24h Vila Arraes,VILA ARRAES III,8.0,8.0,7.0,7.0,14.0,14.0,31.0,318.0,7.0,135.0,3.0,21.0,192.0,365.0
0022454,0000154040,2024.1,DS 8,Distrito Sanitário VIII,Us 228 Usf Upinha Dia Des Jose Manoel de Freitas Ur 4ur 5,UR 04/05 III,7.0,7.0,8.0,8.0,11.0,11.0,92.0,571.0,34.0,230.0,3.0,5.0,97.0,274.0
0026328,0000154253,2024.1,DS 2,Distrito Sanitário II,Us 262 Usf Jose Severiano da Silva,JOSE SEVERIANO II,4.0,4.0,8.0,8.0,12.0,12.0,104.0,636.0,17.0,271.0,4.0,10.0,132.0,366.0
0028975,0000154601,2024.1,DS 4,Distrito Sanitário IV,Us 280 Usf Sitio Cardoso,SITIO CARDOSO I,10.0,10.0,0.0,0.0,12.0,12.0,98.0,514.0,25.0,227.0,5.0,10.0,106.0,334.0
0028088,0000154466,2024.1,DS 2,Distrito Sanitário II,Us 273 Usf Bianor Teodosio,BIANOR TEODOSIO I,2.0,2.0,6.0,6.0,3.0,3.0,114.0,631.0,73.0,330.0,2.0,6.0,190.0,372.0
5320380,0000155780,2023.3,DS 4,Distrito Sanitário IV,Us 337 Usf Sitio Wanderley,SITIO WANDERLEY III,5.0,5.0,4.0,4.0,3.0,3.0,120.0,528.0,7.0,201.0,1.0,5.0,111.0,296.0
0028975,0000154598,2023.3,DS 4,Distrito Sanitário IV,Us 280 Usf Sitio Cardoso,SITIO CARDOSO / MANG.TORRE II,2.0,2.0,0.0,0.0,5.0,5.0,65.0,522.0,41.0,191.0,3.0,8.0,78.0,349.0
0028975,0000154601,2023.3,DS 4,Distrito Sanitário IV,Us 280 Usf Sitio Cardoso,SITIO CARDOSO I,8.0,8.0,2.0,2.0,11.0,11.0,194.0,512.0,60.0,226.0,4.0,9.0,147.0,479.0
0026328,0000154245,2024.1,DS 2,Distrito Sanitário II,Us 262 Usf Jose Severiano da Silva,JOSE SEVERIANO I,8.0,8.0,12.0,12.0,9.0,9.0,117.0,771.0,21.0,274.0,6.0,18.0,125.0,381.0
0028096,0000154490,2024.1,DS 2,Distrito Sanitário II,Us 274 Usf TIA Regina,TIA REGINA I,7.0,7.0,11.0,11.0,2.0,2.0,84.0,781.0,23.0,274.0,5.0,14.0,187.0,563.0
0028096,0000154512,2024.1,DS 2,Distrito Sanitário II,Us 274 Usf TIA Regina,TIA REGINA II,11.0,11.0,10.0,10.0,17.0,17.0,138.0,811.0,22.0,252.0,3.0,21.0,224.0,595.0
0028096,0000154504,2024.1,DS 2,Distrito Sanitário II,Us 274 Usf TIA Regina,TIA REGINA III,17.0,17.0,23.0,23.0,24.0,24.0,134.0,673.0,26.0,240.0,1.0,9.0,190.0,546.0
0024538,0001710583,2024.1,DS 4,Distrito Sanitário IV,Us 255 Usf Upinha 24h Vila Arraes,VILA ARRAES III,8.0,8.0,10.0,10.0,15.0,15.0,20.0,168.0,14.0,137.0,5.0,18.0,181.0,375.0
0026328,0000152587,2024.1,DS 2,Distrito Sanitário II,Us 262 Usf Jose Severiano da Silva,JOSE SEVERIANO III,2.0,2.0,6.0,6.0,6.0,6.0,106.0,583.0,19.0,195.0,2.0,5.0,168.0,422.0
5320380,0001833219,2024.1,DS 4,Distrito Sanitário IV,Us 337 Usf Sitio Wanderley,SBM1 SITIO WANDERLEY III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
3006476,0000154938,2023.3,DS 7,Distrito Sanitário VII,Us 290 Usf da Mangabeira,MANGABEIRA I,3.0,3.0,5.0,5.0,6.0,6.0,116.0,772.0,35.0,216.0,2.0,6.0,151.0,394.0
5320380,0000155764,2023.3,DS 4,Distrito Sanitário IV,Us 337 Usf Sitio Wanderley,SITIO WANDERLEY I,3.0,3.0,0.0,0.0,4.0,4.0,152.0,559.0,40.0,233.0,3.0,8.0,186.0,459.0
9069569,0000155381,2023.3,DS 4,Distrito Sanitário IV,Us 442 Usf Upinha Dia Santa Luzia Emocy Krause,SANTA LUZIA II,4.0,4.0,2.0,2.0,5.0,5.0,118.0,643.0,17.0,261.0,1.0,5.0,128.0,325.0
3639827,0000155667,2023.3,DS 8,Distrito Sanitário VIII,Us 154 Usf Rio Pajeu,RIO DA PRATA - 3,15.0,15.0,22.0,22.0,18.0,18.0,176.0,471.0,54.0,175.0,7.0,10.0,239.0,529.0
2752824,0000154881,2024.1,DS 8,Distrito Sanitário VIII,Us 289 Usf Josue de Castro,27 DE NOVEMBRO II,6.0,6.0,6.0,6.0,0.0,0.0,109.0,555.0,29.0,226.0,8.0,17.0,181.0,358.0
0022454,0001794345,2023.3,DS 8,Distrito Sanitário VIII,Us 228 Usf Upinha Dia Des Jose Manoel de Freitas Ur 4ur 5,SBM1 UR 04/05 III,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3131521,0000155020,2023.3,DS 5,Distrito Sanitário V,Us 300 Usf Dr Dr Geraldo Barreto Campelo San Martin,SAN MARTIN/POVO DE DEUS II,10.0,10.0,7.0,7.0,12.0,12.0,85.0,689.0,27.0,242.0,4.0,9.0,113.0,392.0
3131521,0000155004,2023.3,DS 5,Distrito Sanitário V,Us 300 Usf Dr Dr Geraldo Barreto Campelo San Martin,SAN MARTIN/POVO DE DEUS III,3.0,3.0,3.0,3.0,5.0,5.0,108.0,663.0,37.0,240.0,4.0,9.0,66.0,357.0
0022470,0001847805,2023.3,DS 8,Distrito Sanitário VIII,Us 230 Usf Lagoa Encantada,SBM1 VILA DO SESI - 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0029068,0002399296,2023.3,DS 8,Distrito Sanitário VIII,Us 282 Usf Vila das Aeromocas,VILA DAS AEROMOCAS 4,1.0,1.0,0.0,0.0,2.0,2.0,3.0,10.0,0.0,3.0,0.0,0.0,14.0,33.0
0026352,0001791486,2023.3,DS 8,Distrito Sanitário VIII,Us 267 Usf Ur 2,SBM1 UR 02 EQUIPE I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
0022365,0000153907,2024.1,DS 4,Distrito Sanitário IV,Us 237 Usf Sitio das Palmeiras,SITIO DAS PALMEIRAS II,6.0,6.0,4.0,4.0,12.0,12.0,120.0,847.0,20.0,311.0,1.0,6.0,222.0,436.0
0022349,0000153877,2024.1,DS 4,Distrito Sanitário IV,Us 235 Usf Roda de Fogo Sinos,RODA DE FOGO - SINOS I,12.0,12.0,11.0,11.0,11.0,11.0,166.0,811.0,22.0,334.0,5.0,15.0,196.0,464.0
0022381,0000153931,2024.1,DS 4,Distrito Sanitário IV,Us 247 Usf Rosa Selvagem,ROSA SELVAGEM I,3.0,3.0,4.0,4.0,1.0,1.0,14.0,277.0,2.0,72.0,3.0,8.0,83.0,170.0
0024538,0000154172,2024.1,DS 4,Distrito Sanitário IV,Us 255 Usf Upinha 24h Vila Arraes,VILA ARRAES I,6.0,6.0,5.0,5.0,1.0,1.0,93.0,661.0,30.0,232.0,6.0,17.0,218.0,393.0
9069569,0000155411,2024.1,DS 4,Distrito Sanitário IV,Us 442 Usf Upinha Dia Santa Luzia Emocy Krause,SANTA LUZIA I,6.0,6.0,5.0,5.0,10.0,10.0,49.0,544.0,7.0,252.0,6.0,18.0,127.0,342.0
2752824,0000154857,2024.1,DS 8,Distrito Sanitário VIII,Us 289 Usf Josue de Castro,27 DE NOVEMBRO III,2.0,2.0,3.0,3.0,3.0,3.0,62.0,515.0,25.0,196.0,3.0,11.0,171.0,442.0
0024511,0000154156,2024.1,DS 4,Distrito Sanitário IV,Us 254 Usf Brasilit,BRASILIT II,4.0,4.0,5.0,5.0,8.0,8.0,155.0,630.0,41.0,254.0,3.0,9.0,93.0,304.0
0022454,0002399253,2023.3,DS 8,Distrito Sanitário VIII,Us 228 Usf Upinha Dia Des Jose Manoel de Freitas Ur 4ur 5,UR 0405 V,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,6.0,13.0
9069569,0000155381,2024.1,DS 4,Distrito Sanitário IV,Us 442 Usf Upinha Dia Santa Luzia Emocy Krause,SANTA LUZIA II,4.0,4.0,2.0,2.0,4.0,4.0,139.0,644.0,26.0,261.0,4.0,6.0,151.0,377.0
3371328,0000155322,2023.3,DS 5,Distrito Sanitário V,Us 323 Usf Mustardinha,MUSTARDINHA I,5.0,5.0,5.0,5.0,1.0,1.0,120.0,507.0,44.0,192.0,6.0,8.0,125.0,402.0
0001414,0000153257,2024.1,DS 5,Distrito Sanitário V,Us 117 Usf Gaspar Regueira Costa,GASPAR REG COSTA AREIAS CAPUA,1.0,1.0,1.0,1.0,0.0,0.0,54.0,376.0,11.0,82.0,0.0,1.0,28.0,282.0
3131572,0000155047,2023.3,DS 5,Distrito Sanitário V,Us 301 Usf Bongi Boa Ideia,BONGI/BOA IDEIA II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,4.0,88.0,0.0,1.0,26.0,85.0
3131572,0000155039,2023.3,DS 5,Distrito Sanitário V,Us 301 Usf Bongi Boa Ideia,BONGI/BOA IDEIA III,2.0,2.0,3.0,3.0,3.0,3.0,48.0,528.0,0.0,165.0,0.0,2.0,73.0,239.0
0022454,0002399245,2023.3,DS 8,Distrito Sanitário VIII,Us 228 Usf Upinha Dia Des Jose Manoel de Freitas Ur 4ur 5,UR 0405 IV,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,1.0,4.0,0.0,0.0,7.0,54.0
3371328,0002399806,2023.3,DS 5,Distrito Sanitário V,Us 323 Usf Mustardinha,MUSTARDINHA IV,0.0,0.0,0.0,0.0,0.0,0.0,42.0,148.0,0.0,47.0,0.0,2.0,48.0,126.0
5342074,0000155802,2023.3,DS 5,Distrito Sanitário V,Us 338 Usf Jardim Sao Paulo,JARDIM SAO PAULO II,2.0,2.0,1.0,1.0,6.0,6.0,46.0,623.0,10.0,147.0,1.0,7.0,147.0,339.0
5392039,0000155853,2023.3,DS 8,Distrito Sanitário VIII,Us 341 Usf Prof Fernando Figueira,PANTANAL II,4.0,4.0,4.0,4.0,5.0,5.0,42.0,408.0,16.0,175.0,7.0,15.0,134.0,339.0
